	Locus	prob	log10(PO)	qval	alpha	fst
3113	Locus_3113	0.0078016	-2.1044	0.98634	7.39E-05	0.008131
3114	Locus_3114	0.010802	-1.9618	0.97379	-0.0036416	0.0081088
3115	Locus_3115	0.011402	-1.938	0.96541	-0.0019141	0.0081294
3116	Locus_3116	0.0084017	-2.072	0.98559	5.24E-05	0.0081314
3117	Locus_3117	0.010202	-1.9869	0.97909	0.00061611	0.0081613
3118	Locus_3118	0.0090018	-2.0417	0.98432	-0.002706	0.0080965
3119	Locus_3119	0.0080016	-2.0933	0.98615	-0.0038584	0.0080956
3120	Locus_3120	0.0080016	-2.0933	0.98615	-0.0017377	0.0081036
3121	Locus_3121	0.010402	-1.9783	0.97742	0.0026856	0.0081713
3122	Locus_3122	0.010002	-1.9955	0.98046	0.00051341	0.0081595
3123	Locus_3123	0.010602	-1.97	0.97573	-0.0041325	0.008103
3124	Locus_3124	0.0096019	-2.0135	0.98232	-0.0018305	0.0081111
3125	Locus_3125	0.0084017	-2.072	0.98559	0.00095023	0.0081339
3126	Locus_3126	0.0084017	-2.072	0.98559	-0.0027806	0.0081028
3127	Locus_3127	0.010202	-1.9869	0.97909	-0.0041932	0.008092
3128	Locus_3128	0.0082016	-2.0825	0.98589	-0.00071112	0.0081244
3129	Locus_3129	0.0086017	-2.0617	0.98524	0.001429	0.0081464
3130	Locus_3130	0.010802	-1.9618	0.97379	-0.00092134	0.0081285
3131	Locus_3131	0.0090018	-2.0417	0.98432	0.00023583	0.0081523
3132	Locus_3132	0.011002	-1.9537	0.97113	0.0058381	0.0082213
3133	Locus_3133	0.0088018	-2.0516	0.9848	-0.0026391	0.0081007
3134	Locus_3134	0.010602	-1.97	0.97573	0.0030458	0.0081852
3135	Locus_3135	0.011202	-1.9458	0.96841	0.0032958	0.0081829
3136	Locus_3136	0.010002	-1.9955	0.98046	0.0016051	0.0081701
3137	Locus_3137	0.026005	-1.5735	0.71738	0.030527	0.0087026
3138	Locus_3138	0.95059	1.2842	0.0091768	1.8394	0.055527
3139	Locus_3139	0.0090018	-2.0417	0.98432	-0.0026553	0.0081095
3140	Locus_3140	0.010002	-1.9955	0.98046	0.003217	0.0081632
3141	Locus_3141	0.012202	-1.9082	0.94901	0.0049813	0.0082416
3142	Locus_3142	0.0076015	-2.1158	0.9865	0.0011396	0.0081587
3143	Locus_3143	0.010602	-1.97	0.97573	-0.0070392	0.0080759
3144	Locus_3144	0.0092018	-2.0321	0.98375	-0.0026119	0.0081064
3145	Locus_3145	0.011802	-1.9229	0.95756	-0.0040461	0.008097
3146	Locus_3146	0.0088018	-2.0516	0.9848	-0.0015582	0.0081105
3147	Locus_3147	0.011002	-1.9537	0.97113	-0.0017045	0.0081312
3148	Locus_3148	0.025805	-1.5769	0.72242	0.033151	0.0088359
3149	Locus_3149	0.011202	-1.9458	0.96841	-0.002064	0.0081165
3150	Locus_3150	0.0086017	-2.0617	0.98524	-0.0032639	0.0081008
3151	Locus_3151	0.012002	-1.9155	0.95318	-0.0043893	0.0081009
3152	Locus_3152	0.010402	-1.9783	0.97742	0.0019447	0.0081676
3153	Locus_3153	0.0092018	-2.0321	0.98375	-0.00097503	0.008135
3154	Locus_3154	0.0084017	-2.072	0.98559	-0.0033646	0.0080931
3155	Locus_3155	0.0082016	-2.0825	0.98589	0.0011412	0.0081444
3156	Locus_3156	0.0092018	-2.0321	0.98375	-0.0036125	0.0080957
3157	Locus_3157	0.011002	-1.9537	0.97113	-0.005643	0.0080879
3158	Locus_3158	0.0096019	-2.0135	0.98232	-0.0040619	0.0080965
3159	Locus_3159	0.0086017	-2.0617	0.98524	-0.0024148	0.0081086
3160	Locus_3160	0.037007	-1.4153	0.59897	0.052809	0.0093249
3161	Locus_3161	0.0080016	-2.0933	0.98615	-0.00089487	0.0081209
3162	Locus_3162	0.0082016	-2.0825	0.98589	0.0001986	0.0081398
3163	Locus_3163	0.0092018	-2.0321	0.98375	-0.00619	0.0080766
3164	Locus_3164	0.010402	-1.9783	0.97742	-0.0071694	0.0080871
3165	Locus_3165	0.009802	-2.0044	0.98143	0.0022039	0.0081858
3166	Locus_3166	0.011002	-1.9537	0.97113	-0.0047534	0.0080942
3167	Locus_3167	0.0090018	-2.0417	0.98432	0.000939	0.008152
3168	Locus_3168	0.0076015	-2.1158	0.9865	0.0026188	0.008157
3169	Locus_3169	0.0074015	-2.1275	0.98663	-0.00091716	0.0081115
3170	Locus_3170	0.0092018	-2.0321	0.98375	-0.0010137	0.0081232
3171	Locus_3171	0.0094019	-2.0227	0.98313	-0.0034528	0.0081154
3172	Locus_3172	0.0074015	-2.1275	0.98663	-0.0015231	0.008121
3173	Locus_3173	0.0090018	-2.0417	0.98432	-0.0024722	0.0081006
3174	Locus_3174	0.012402	-1.9011	0.94402	0.0029282	0.0082089
3175	Locus_3175	0.009802	-2.0044	0.98143	-0.0039811	0.0080942
3176	Locus_3176	0.0090018	-2.0417	0.98432	-0.00014084	0.0081316
3177	Locus_3177	0.0090018	-2.0417	0.98432	-0.0008482	0.0081245
3178	Locus_3178	0.0096019	-2.0135	0.98232	0.001732	0.0081455
3179	Locus_3179	0.0084017	-2.072	0.98559	0.00085244	0.0081255
3180	Locus_3180	0.0082016	-2.0825	0.98589	-0.0019618	0.0081069
3181	Locus_3181	0.016603	-1.7725	0.85598	0.020703	0.0086155
3182	Locus_3182	0.0096019	-2.0135	0.98232	-0.00097532	0.0081417
3183	Locus_3183	0.0072014	-2.1394	0.98673	-0.0016413	0.0081042
3184	Locus_3184	0.010002	-1.9955	0.98046	-0.0004591	0.008137
3185	Locus_3185	0.0094019	-2.0227	0.98313	-0.0023723	0.0081074
3186	Locus_3186	1	1000	0	2.1585	0.070373
3187	Locus_3187	0.010602	-1.97	0.97573	-0.0012373	0.0081318
3188	Locus_3188	0.014003	-1.8477	0.90501	0.0074483	0.0082536
3189	Locus_3189	0.0090018	-2.0417	0.98432	-0.0020519	0.0081067
3190	Locus_3190	0.0088018	-2.0516	0.9848	-0.00097094	0.0081169
3191	Locus_3191	0.0086017	-2.0617	0.98524	-0.0025305	0.0080994
3192	Locus_3192	0.0088018	-2.0516	0.9848	-0.00016316	0.0081307
3193	Locus_3193	0.0094019	-2.0227	0.98313	-0.0028318	0.0080995
3194	Locus_3194	0.0092018	-2.0321	0.98375	0.0020999	0.0081707
3195	Locus_3195	0.0084017	-2.072	0.98559	0.0016644	0.0081608
3196	Locus_3196	0.011202	-1.9458	0.96841	0.0009888	0.0081525
3197	Locus_3197	0.011202	-1.9458	0.96841	-0.0018647	0.0081121
3198	Locus_3198	0.0088018	-2.0516	0.9848	0.0020453	0.0081433
3199	Locus_3199	0.0070014	-2.1518	0.98678	-0.001536	0.0081201
3200	Locus_3200	0.013403	-1.8669	0.91884	-0.0084878	0.008074
3201	Locus_3201	0.0096019	-2.0135	0.98232	-0.00017397	0.0081309
3202	Locus_3202	0.0094019	-2.0227	0.98313	0.00042432	0.0081386
3203	Locus_3203	0.0078016	-2.1044	0.98634	0.0020341	0.0081587
3204	Locus_3204	0.0070014	-2.1518	0.98678	0.00060474	0.0081252
3205	Locus_3205	0.0086017	-2.0617	0.98524	-0.0046817	0.0080869
3206	Locus_3206	0.0074015	-2.1275	0.98663	0.00088354	0.0081268
3207	Locus_3207	0.012603	-1.894	0.9404	-0.0032013	0.0081294
3208	Locus_3208	0.0086017	-2.0617	0.98524	-0.00044544	0.0081307
3209	Locus_3209	0.015403	-1.8057	0.88043	0.013354	0.0083415
3210	Locus_3210	0.0094019	-2.0227	0.98313	-0.0029365	0.0080999
3211	Locus_3211	0.010202	-1.9869	0.97909	-0.0024419	0.0081031
3212	Locus_3212	0.011202	-1.9458	0.96841	0.0030901	0.008187
3213	Locus_3213	0.0086017	-2.0617	0.98524	-0.0032906	0.0081045
3214	Locus_3214	0.0086017	-2.0617	0.98524	0.0011709	0.0081397
3215	Locus_3215	0.0078016	-2.1044	0.98634	-0.0031111	0.0081011
3216	Locus_3216	0.012803	-1.8871	0.935	0.010578	0.0083044
3217	Locus_3217	0.010202	-1.9869	0.97909	-0.00082188	0.0081244
3218	Locus_3218	0.014803	-1.8232	0.89053	0.0095892	0.0083012
3219	Locus_3219	0.0086017	-2.0617	0.98524	-3.80E-07	0.008138
3220	Locus_3220	0.0088018	-2.0516	0.9848	-0.0013069	0.0081199
3221	Locus_3221	0.0064013	-2.1909	0.98691	-0.0029083	0.0080992
3222	Locus_3222	0.011802	-1.9229	0.95756	0.0029213	0.0081828
3223	Locus_3223	0.0084017	-2.072	0.98559	-0.0021724	0.0081066
3224	Locus_3224	0.0080016	-2.0933	0.98615	-0.0020446	0.008104
3225	Locus_3225	0.018404	-1.727	0.83178	0.020022	0.0085806
3226	Locus_3226	0.0094019	-2.0227	0.98313	0.0027721	0.0081622
3227	Locus_3227	0.0076015	-2.1158	0.9865	-0.0014403	0.0081178
3228	Locus_3228	0.009802	-2.0044	0.98143	0.00020341	0.0081432
3229	Locus_3229	0.0094019	-2.0227	0.98313	-0.0015031	0.0081118
3230	Locus_3230	0.010002	-1.9955	0.98046	0.0021248	0.0081687
3231	Locus_3231	0.011602	-1.9304	0.96165	-0.0050691	0.0080918
3232	Locus_3232	0.0096019	-2.0135	0.98232	-0.0049127	0.0080857
3233	Locus_3233	0.010202	-1.9869	0.97909	0.00097783	0.0081493
3234	Locus_3234	0.0086017	-2.0617	0.98524	0.00013568	0.0081427
3235	Locus_3235	0.0090018	-2.0417	0.98432	-0.0053323	0.0080828
3236	Locus_3236	0.0090018	-2.0417	0.98432	-0.0051416	0.0080779
3237	Locus_3237	0.010602	-1.97	0.97573	0.0041146	0.0081746
3238	Locus_3238	0.015603	-1.8	0.87715	0.009841	0.0083247
3239	Locus_3239	0.0082016	-2.0825	0.98589	-0.0001825	0.0081272
3240	Locus_3240	0.009802	-2.0044	0.98143	0.0029971	0.0081614
3241	Locus_3241	0.014403	-1.8353	0.89549	0.010828	0.0083295
3242	Locus_3242	0.0080016	-2.0933	0.98615	-0.0012565	0.0081206
3243	Locus_3243	0.0084017	-2.072	0.98559	-0.0012645	0.0081083
3244	Locus_3244	0.0092018	-2.0321	0.98375	-0.0034624	0.0080976
3245	Locus_3245	0.0064013	-2.1909	0.98691	0.00095547	0.0081309
3246	Locus_3246	0.0076015	-2.1158	0.9865	-0.00055071	0.0081195
3247	Locus_3247	0.0094019	-2.0227	0.98313	0.0018983	0.0081806
3248	Locus_3248	0.010402	-1.9783	0.97742	-0.0057394	0.0080849
3249	Locus_3249	0.0096019	-2.0135	0.98232	0.00020703	0.0081652
3250	Locus_3250	0.0080016	-2.0933	0.98615	-0.0020605	0.0081041
3251	Locus_3251	0.010002	-1.9955	0.98046	-0.0018736	0.0081244
3252	Locus_3252	0.010002	-1.9955	0.98046	0.0020412	0.008165
3253	Locus_3253	0.0070014	-2.1518	0.98678	-0.0024291	0.008095
3254	Locus_3254	0.0072014	-2.1394	0.98673	-0.001476	0.0081048
3255	Locus_3255	0.011602	-1.9304	0.96165	-0.0019566	0.0081245
3256	Locus_3256	0.0084017	-2.072	0.98559	-0.0030256	0.0080894
3257	Locus_3257	0.011602	-1.9304	0.96165	0.0042306	0.0081877
3258	Locus_3258	0.011202	-1.9458	0.96841	-0.00073782	0.0081265
3259	Locus_3259	0.011002	-1.9537	0.97113	0.0051308	0.0082153
3260	Locus_3260	0.0070014	-2.1518	0.98678	-0.0017088	0.0081027
3261	Locus_3261	0.0060012	-2.2191	0.98696	-0.0013459	0.0081158
3262	Locus_3262	0.009802	-2.0044	0.98143	0.00020116	0.0081392
3263	Locus_3263	0.0090018	-2.0417	0.98432	-0.0019535	0.0081072
3264	Locus_3264	0.0086017	-2.0617	0.98524	-0.0020391	0.0081103
3265	Locus_3265	0.0084017	-2.072	0.98559	-0.0041998	0.0080938
3266	Locus_3266	0.024605	-1.5982	0.7408	0.025811	0.0086736
3267	Locus_3267	0.010602	-1.97	0.97573	-0.0012675	0.0081267
3268	Locus_3268	0.0092018	-2.0321	0.98375	-0.0023588	0.0081051
3269	Locus_3269	0.0076015	-2.1158	0.9865	-0.0022335	0.0081075
3270	Locus_3270	0.0078016	-2.1044	0.98634	0.002836	0.0081624
3271	Locus_3271	0.010202	-1.9869	0.97909	-0.0050658	0.0080879
3272	Locus_3272	0.010402	-1.9783	0.97742	-0.0053439	0.0080882
3273	Locus_3273	0.0082016	-2.0825	0.98589	-0.0045032	0.0080839
3274	Locus_3274	0.010402	-1.9783	0.97742	-0.0035993	0.0080962
3275	Locus_3275	0.036207	-1.4252	0.61922	0.046085	0.0090274
3276	Locus_3276	0.011602	-1.9304	0.96165	0.0083762	0.0082398
3277	Locus_3277	0.0072014	-2.1394	0.98673	-0.0013119	0.0081117
3278	Locus_3278	0.0080016	-2.0933	0.98615	-0.000916	0.0081327
3279	Locus_3279	0.0082016	-2.0825	0.98589	0.00082883	0.0081285
3280	Locus_3280	0.0086017	-2.0617	0.98524	-0.0018977	0.0081157
3281	Locus_3281	0.011802	-1.9229	0.95756	-0.0013864	0.0081248
3282	Locus_3282	0.0090018	-2.0417	0.98432	-0.0032319	0.0080936
3283	Locus_3283	0.0084017	-2.072	0.98559	-0.0016372	0.0081143
3284	Locus_3284	0.0080016	-2.0933	0.98615	-0.0038778	0.0080917
3285	Locus_3285	0.010802	-1.9618	0.97379	-0.0030974	0.0080969
3286	Locus_3286	0.0084017	-2.072	0.98559	-0.0038029	0.0080886
3287	Locus_3287	0.010602	-1.97	0.97573	0.0035425	0.0081609
3288	Locus_3288	0.0078016	-2.1044	0.98634	-0.0035966	0.0080889
3289	Locus_3289	0.0076015	-2.1158	0.9865	-0.0021403	0.0081097
3290	Locus_3290	0.0084017	-2.072	0.98559	-0.0011872	0.008111
3291	Locus_3291	0.0090018	-2.0417	0.98432	0.00474	0.0081861
3292	Locus_3292	0.009802	-2.0044	0.98143	0.003273	0.0081682
3293	Locus_3293	0.010202	-1.9869	0.97909	-0.0054944	0.008095
3294	Locus_3294	0.0082016	-2.0825	0.98589	-0.0039597	0.0080904
3295	Locus_3295	0.011002	-1.9537	0.97113	7.97E-05	0.0081476
3296	Locus_3296	0.010002	-1.9955	0.98046	0.0019757	0.0081489
3297	Locus_3297	0.009802	-2.0044	0.98143	0.001833	0.0081579
3298	Locus_3298	0.0078016	-2.1044	0.98634	-0.0011621	0.0081124
3299	Locus_3299	0.018204	-1.7319	0.83508	0.016847	0.0084538
3300	Locus_3300	0.010202	-1.9869	0.97909	-0.0022697	0.0081178
3301	Locus_3301	0.0086017	-2.0617	0.98524	-0.00028618	0.0081281
3302	Locus_3302	0.010002	-1.9955	0.98046	0.003288	0.0081858
3303	Locus_3303	0.012002	-1.9155	0.95318	-0.0075442	0.00807
3304	Locus_3304	0.0066013	-2.1775	0.98687	0.00015558	0.0081204
3305	Locus_3305	0.011602	-1.9304	0.96165	0.00018182	0.0081307
3306	Locus_3306	0.010002	-1.9955	0.98046	-0.0013278	0.0081323
3307	Locus_3307	0.011602	-1.9304	0.96165	-0.0032054	0.0081035
3308	Locus_3308	0.010002	-1.9955	0.98046	-0.00027282	0.0081201
3309	Locus_3309	0.0096019	-2.0135	0.98232	-0.0041215	0.0080981
3310	Locus_3310	0.011002	-1.9537	0.97113	0.00037321	0.0081461
3311	Locus_3311	0.011402	-1.938	0.96541	0.0043116	0.0082157
3312	Locus_3312	0.0090018	-2.0417	0.98432	-0.003824	0.0080889
3313	Locus_3313	0.0094019	-2.0227	0.98313	-0.00013843	0.0081517
3314	Locus_3314	0.0084017	-2.072	0.98559	-0.0032381	0.0081112
3315	Locus_3315	0.0096019	-2.0135	0.98232	-0.0039659	0.0081001
3316	Locus_3316	0.0090018	-2.0417	0.98432	0.0011635	0.0081447
3317	Locus_3317	0.010202	-1.9869	0.97909	-0.0039161	0.0080999
3318	Locus_3318	0.011602	-1.9304	0.96165	-0.00020919	0.0081384
3319	Locus_3319	0.009802	-2.0044	0.98143	-0.0045262	0.0080924
3320	Locus_3320	0.013003	-1.8803	0.93037	0.0021827	0.0081831
3321	Locus_3321	0.011002	-1.9537	0.97113	-0.0069028	0.0080761
3322	Locus_3322	0.010002	-1.9955	0.98046	0.0019186	0.0081548
3323	Locus_3323	0.0088018	-2.0516	0.9848	-0.0031561	0.0081069
3324	Locus_3324	0.0088018	-2.0516	0.9848	-0.0010588	0.0081194
3325	Locus_3325	0.0088018	-2.0516	0.9848	0.00015694	0.0081308
3326	Locus_3326	0.0094019	-2.0227	0.98313	-0.0034009	0.0081151
3327	Locus_3327	0.0080016	-2.0933	0.98615	0.0014015	0.0081465
3328	Locus_3328	0.0082016	-2.0825	0.98589	-0.0039075	0.00809
3329	Locus_3329	0.0078016	-2.1044	0.98634	-0.0019853	0.0081137
3330	Locus_3330	0.0084017	-2.072	0.98559	4.73E-06	0.0081264
3331	Locus_3331	0.0092018	-2.0321	0.98375	-0.0019356	0.0081239
3332	Locus_3332	0.0092018	-2.0321	0.98375	0.00047054	0.0081421
3333	Locus_3333	0.015003	-1.8173	0.88714	0.0091656	0.0082574
3334	Locus_3334	0.011602	-1.9304	0.96165	0.0033677	0.0082012
3335	Locus_3335	0.0088018	-2.0516	0.9848	-0.0033963	0.0080935
3336	Locus_3336	0.0090018	-2.0417	0.98432	0.0017523	0.0081402
3337	Locus_3337	0.0080016	-2.0933	0.98615	-0.0031081	0.0081007
3338	Locus_3338	0.009802	-2.0044	0.98143	-0.00082933	0.0081465
3339	Locus_3339	0.015203	-1.8114	0.88276	0.011176	0.0083348
3340	Locus_3340	0.0092018	-2.0321	0.98375	-0.0034282	0.0081073
3341	Locus_3341	0.009802	-2.0044	0.98143	-0.0021804	0.0081155
3342	Locus_3342	0.010402	-1.9783	0.97742	-0.0006273	0.0081216
3343	Locus_3343	0.010802	-1.9618	0.97379	0.003899	0.0082116
3344	Locus_3344	0.0090018	-2.0417	0.98432	-0.0036952	0.0080933
3345	Locus_3345	0.0090018	-2.0417	0.98432	-0.0016402	0.008114
3346	Locus_3346	0.0082016	-2.0825	0.98589	-0.00068758	0.0081284
3347	Locus_3347	0.012402	-1.9011	0.94402	-0.00166	0.0081237
3348	Locus_3348	0.0074015	-2.1275	0.98663	-7.17E-05	0.0081374
3349	Locus_3349	0.0086017	-2.0617	0.98524	-0.0017274	0.0081136
3350	Locus_3350	0.010602	-1.97	0.97573	0.00031325	0.0081551
3351	Locus_3351	0.0082016	-2.0825	0.98589	0.00035991	0.008133
3352	Locus_3352	0.010002	-1.9955	0.98046	0.001565	0.0081465
3353	Locus_3353	0.010402	-1.9783	0.97742	0.0019985	0.0081652
3354	Locus_3354	0.0094019	-2.0227	0.98313	-0.00054553	0.0081199
3355	Locus_3355	0.011602	-1.9304	0.96165	-0.00021588	0.0081351
3356	Locus_3356	0.0088018	-2.0516	0.9848	0.0011557	0.0081449
3357	Locus_3357	0.0080016	-2.0933	0.98615	-0.004977	0.0080849
3358	Locus_3358	0.0076015	-2.1158	0.9865	-0.0018988	0.008103
3359	Locus_3359	0.010202	-1.9869	0.97909	-0.0044925	0.008089
3360	Locus_3360	1	1000	0	2.3606	0.081853
3361	Locus_3361	0.0094019	-2.0227	0.98313	0.0014466	0.0081483
3362	Locus_3362	0.0094019	-2.0227	0.98313	-0.0048055	0.008081
3363	Locus_3363	0.0070014	-2.1518	0.98678	0.0015424	0.0081532
3364	Locus_3364	0.012002	-1.9155	0.95318	0.0035224	0.0081868
3365	Locus_3365	0.010202	-1.9869	0.97909	-0.004663	0.0081021
3366	Locus_3366	0.0086017	-2.0617	0.98524	-0.0027227	0.0081095
3367	Locus_3367	0.0080016	-2.0933	0.98615	0.0012145	0.0081279
3368	Locus_3368	0.010802	-1.9618	0.97379	0.0052953	0.0081856
3369	Locus_3369	0.0076015	-2.1158	0.9865	-0.00097041	0.0081218
3370	Locus_3370	0.010802	-1.9618	0.97379	-0.0031869	0.0081017
3371	Locus_3371	0.010202	-1.9869	0.97909	-0.0048056	0.0080807
3372	Locus_3372	0.0084017	-2.072	0.98559	-4.25E-05	0.008126
3373	Locus_3373	0.0074015	-2.1275	0.98663	0.0010589	0.0081337
3374	Locus_3374	0.009802	-2.0044	0.98143	-0.0024364	0.0081313
3375	Locus_3375	0.010002	-1.9955	0.98046	0.00068264	0.0081333
3376	Locus_3376	0.0096019	-2.0135	0.98232	-0.00050106	0.0081351
3377	Locus_3377	0.0092018	-2.0321	0.98375	-0.005851	0.0080793
3378	Locus_3378	0.011602	-1.9304	0.96165	0.002866	0.0081818
3379	Locus_3379	0.010602	-1.97	0.97573	-0.0040687	0.0080962
3380	Locus_3380	0.0074015	-2.1275	0.98663	-0.0024313	0.0080928
3381	Locus_3381	0.0082016	-2.0825	0.98589	-0.0016891	0.0081115
3382	Locus_3382	0.0090018	-2.0417	0.98432	0.0016418	0.0081465
3383	Locus_3383	0.0086017	-2.0617	0.98524	-0.0021509	0.0081164
3384	Locus_3384	0.009802	-2.0044	0.98143	-0.002204	0.0081
3385	Locus_3385	0.0096019	-2.0135	0.98232	-0.0039939	0.0080976
3386	Locus_3386	0.0084017	-2.072	0.98559	-0.0033854	0.0080911
3387	Locus_3387	0.0082016	-2.0825	0.98589	-0.0024917	0.008109
3388	Locus_3388	0.009802	-2.0044	0.98143	-0.002541	0.0081123
3389	Locus_3389	0.0094019	-2.0227	0.98313	-0.0021597	0.0081139
3390	Locus_3390	0.0084017	-2.072	0.98559	-0.0035853	0.0080981
3391	Locus_3391	0.011802	-1.9229	0.95756	0.00073599	0.0081549
3392	Locus_3392	0.0092018	-2.0321	0.98375	-0.0055084	0.0080742
3393	Locus_3393	0.010002	-1.9955	0.98046	-0.0030594	0.0081071
3394	Locus_3394	0.0082016	-2.0825	0.98589	-0.00093351	0.0081144
3395	Locus_3395	0.0082016	-2.0825	0.98589	0.0014664	0.0081363
3396	Locus_3396	0.024605	-1.5982	0.7408	0.025813	0.0087372
3397	Locus_3397	0.0078016	-2.1044	0.98634	0.0010195	0.0081297
3398	Locus_3398	0.0080016	-2.0933	0.98615	0.00093537	0.0081271
3399	Locus_3399	0.0080016	-2.0933	0.98615	-0.0026029	0.0081008
3400	Locus_3400	0.0080016	-2.0933	0.98615	0.00019184	0.0081385
3401	Locus_3401	0.0096019	-2.0135	0.98232	-0.0019487	0.008115
3402	Locus_3402	0.012402	-1.9011	0.94402	0.0011984	0.0081794
3403	Locus_3403	0.0088018	-2.0516	0.9848	-0.0014552	0.0081255
3404	Locus_3404	0.0096019	-2.0135	0.98232	0.0028081	0.0081794
3405	Locus_3405	0.0084017	-2.072	0.98559	-0.0040367	0.0080866
3406	Locus_3406	0.0094019	-2.0227	0.98313	-0.0033096	0.0080916
3407	Locus_3407	0.0090018	-2.0417	0.98432	0.00042511	0.0081383
3408	Locus_3408	0.012603	-1.894	0.9404	0.0029717	0.0081747
3409	Locus_3409	0.009802	-2.0044	0.98143	-0.0010707	0.0081215
3410	Locus_3410	0.0072014	-2.1394	0.98673	0.0007255	0.008155
3411	Locus_3411	0.009802	-2.0044	0.98143	0.0042519	0.0081971
3412	Locus_3412	0.0096019	-2.0135	0.98232	-0.00044103	0.008154
3413	Locus_3413	0.009802	-2.0044	0.98143	-0.0016344	0.0081597
3414	Locus_3414	0.0096019	-2.0135	0.98232	-0.0047855	0.0080924
3415	Locus_3415	0.013403	-1.8669	0.91884	0.0013577	0.0081582
3416	Locus_3416	0.0096019	-2.0135	0.98232	-0.0038758	0.008101
3417	Locus_3417	0.976	1.6091	0.0034293	1.7178	0.048914
3418	Locus_3418	0.0076015	-2.1158	0.9865	-0.00018165	0.0081225
3419	Locus_3419	0.0088018	-2.0516	0.9848	-0.0029442	0.0080955
3420	Locus_3420	0.0084017	-2.072	0.98559	-0.00403	0.0080863
3421	Locus_3421	0.010802	-1.9618	0.97379	-0.0044609	0.0080956
3422	Locus_3422	0.0072014	-2.1394	0.98673	-0.0009649	0.0081128
3423	Locus_3423	0.010002	-1.9955	0.98046	-0.0057111	0.0080843
3424	Locus_3424	0.011802	-1.9229	0.95756	0.004506	0.008205
3425	Locus_3425	0.0078016	-2.1044	0.98634	-0.0038194	0.0080937
3426	Locus_3426	0.0080016	-2.0933	0.98615	-0.0012188	0.0081282
3427	Locus_3427	0.010802	-1.9618	0.97379	0.00026947	0.008156
3428	Locus_3428	0.010202	-1.9869	0.97909	-0.001759	0.0081186
3429	Locus_3429	0.012202	-1.9082	0.94901	-0.0075575	0.0080837
3430	Locus_3430	0.0096019	-2.0135	0.98232	-0.0037322	0.0081004
3431	Locus_3431	0.0096019	-2.0135	0.98232	0.0062452	0.0082374
3432	Locus_3432	0.0094019	-2.0227	0.98313	0.0034119	0.0081742
3433	Locus_3433	0.010602	-1.97	0.97573	-0.00067231	0.0081467
3434	Locus_3434	0.010202	-1.9869	0.97909	0.005406	0.008238
3435	Locus_3435	0.011002	-1.9537	0.97113	-0.0036353	0.0081022
3436	Locus_3436	0.013403	-1.8669	0.91884	0.007778	0.0082552
3437	Locus_3437	0.0094019	-2.0227	0.98313	0.0017149	0.0081477
3438	Locus_3438	0.0092018	-2.0321	0.98375	-0.0020919	0.0081143
3439	Locus_3439	0.0074015	-2.1275	0.98663	0.00136	0.0081324
3440	Locus_3440	0.009802	-2.0044	0.98143	-0.0024791	0.0081124
3441	Locus_3441	0.013403	-1.8669	0.91884	-0.0038247	0.008097
3442	Locus_3442	0.0086017	-2.0617	0.98524	-0.0015096	0.0081079
3443	Locus_3443	0.009802	-2.0044	0.98143	0.00029765	0.0081386
3444	Locus_3444	0.010802	-1.9618	0.97379	0.0062375	0.0082454
3445	Locus_3445	0.009802	-2.0044	0.98143	-0.004456	0.0080943
3446	Locus_3446	0.012803	-1.8871	0.935	0.0036602	0.0081838
3447	Locus_3447	0.011202	-1.9458	0.96841	0.0089408	0.008298
3448	Locus_3448	0.012202	-1.9082	0.94901	0.0080664	0.0082824
3449	Locus_3449	0.010602	-1.97	0.97573	-0.0056149	0.0080896
3450	Locus_3450	0.0090018	-2.0417	0.98432	-0.0027494	0.0080965
3451	Locus_3451	0.009802	-2.0044	0.98143	0.0021365	0.008173
3452	Locus_3452	0.010602	-1.97	0.97573	-0.0048517	0.0081001
3453	Locus_3453	0.0084017	-2.072	0.98559	0.0046237	0.0081853
3454	Locus_3454	0.012002	-1.9155	0.95318	-0.0023762	0.0081191
3455	Locus_3455	0.015803	-1.7943	0.87183	0.0060711	0.0082901
3456	Locus_3456	0.0084017	-2.072	0.98559	-0.0027604	0.0081062
3457	Locus_3457	0.011202	-1.9458	0.96841	-0.0045117	0.008091
3458	Locus_3458	0.010402	-1.9783	0.97742	-0.0042935	0.008101
3459	Locus_3459	0.012002	-1.9155	0.95318	-0.0048399	0.0080889
3460	Locus_3460	0.0094019	-2.0227	0.98313	-0.0047145	0.0080938
3461	Locus_3461	0.010002	-1.9955	0.98046	-0.0022903	0.0081059
3462	Locus_3462	0.0084017	-2.072	0.98559	0.0033343	0.0081766
3463	Locus_3463	0.011402	-1.938	0.96541	-0.0048794	0.0080899
3464	Locus_3464	0.0082016	-2.0825	0.98589	-0.0028447	0.0081028
3465	Locus_3465	0.0084017	-2.072	0.98559	-0.0037255	0.0080953
3466	Locus_3466	0.0080016	-2.0933	0.98615	-0.0021263	0.008108
3467	Locus_3467	0.011002	-1.9537	0.97113	0.0058311	0.0082036
3468	Locus_3468	0.011002	-1.9537	0.97113	0.0013319	0.0081404
3469	Locus_3469	0.011602	-1.9304	0.96165	0.0017557	0.0081675
3470	Locus_3470	0.0086017	-2.0617	0.98524	-0.0018663	0.0081181
3471	Locus_3471	0.0086017	-2.0617	0.98524	-0.0015354	0.008124
3472	Locus_3472	0.0084017	-2.072	0.98559	-0.0030113	0.0080983
